,asin,product,date,verified,title,desc,reviewer_name,rating
1252,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 14, 2019",Verified Purchase,"
High CP ratio
","

  High CP ratio.The original precharged power is about 41-42%.MIJ products makes me feel great!

",weiyichiu,5.0
1253,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 14, 2019",Verified Purchase,"
They charge Xbox controllers!
","

  Bought this for Xbox one controller. I used to use the battery packs that you could buy from Microsoft or 3rd party. These seem like a much better alternative I purchased the Amazon wall charger as well

",Mark,5.0
1254,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 13, 2019",Verified Purchase,"
Great product, good price
","

  Great product, good price

",david,5.0
1255,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 13, 2019",Verified Purchase,"
I bought more of them!
","

  I use them at school for wireless microphones which normally eat through batteries in hours. These last for the whole event and longer.

",FL Teacher,5.0
1256,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"May 12, 2019",Verified Purchase,"
Product worked as expected.
","

  Product worked as expected.

",Christine S,5.0
1257,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"May 11, 2019",Verified Purchase,"
They work fine but capacity is less than expected.
","

  Eneloop or energizer rechargeables are still considerably better.

",A.K.,4.0
1258,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 11, 2019",Verified Purchase,"
Good buy
","

  They work perfectly as replacement batteries for our outdoor solar lights.

",Carol,5.0
1259,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 9, 2019",Verified Purchase,"
Nope. I won't buy these again.
","

  They just don't last very long. And after about 7-8 recharges, they don't last at all.

",Azkid,2.0
1260,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"May 9, 2019",Verified Purchase,"
Batteries dont recharge
","

  All four batteries came with a little bit of charge which was good. Once the batteries were fully depleted I put them in the charger (also Amazon brand). When I first put them in the indicator light was red, as it should be since the charge was depleted. Once the indicator light turned green I assumed it was fully charge but it was not. It had no power to it at all. I put it back on to the charger and the light indicator was red. I have not had one successful charge. I've tried it in different t outlets to see if that may have been the issue but it was not. I am so disappointedUpdate: changed the outlet that was charging the batteries and now they have been charging. We will see how long they last.

",RM,4.0
1261,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"May 9, 2019",Verified Purchase,"
Solid batteries
","

  Great longevity and price.

",Emily Slyter,5.0
1262,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 8, 2019",Verified Purchase,"
Disappointed in this amazon-branded product.
","

  Took 7 hrs. to fully charge.  Output was less than alkalines from Costco.

",abqglen,2.0
1263,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 8, 2019",Verified Purchase,"
Good value
","

  Nice batteries

",Dennis A Jolicoeur,5.0
1264,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"May 8, 2019",Verified Purchase,"
Good
","

  Good

",Cliente de Amazon,4.0
1265,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 7, 2019",Verified Purchase,"
As described
","

  Have to recharge often

",sean,4.0
1266,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 7, 2019",Verified Purchase,"
2 MIA/Extremely Slow to Charge
","

  Two batteries were missing from my package of eight; one of the plastic-wrapped packs of four had been neatly slit open and two had been taken. Also, it takes over 3 days for these batteries to signal ""charged-to-capacity"" on my Energizer Charger.

",Polarity Reversal,2.0
1267,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"May 7, 2019",Verified Purchase,"
price
","

  great product

",CARROL L CHALLENGER,5.0
1268,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 6, 2019",Verified Purchase,"
Nope
","

  I have a Princeton Tec EOS headlamp I use for fishing and hunting. With the Eneloop batteries I can see 100 yards on high setting for a couple hours. Also when I recharge eneloops I can store them for weeks and they have a full charge when I use them. With these Amazon Basics I can see about 100 yards for about 20 minutes then drain out. I can fully charge these Amazon Basics and store them for 1 week and when I go to use them they don't hold a charge worth a dang.

",David,1.0
1269,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 6, 2019",Verified Purchase,"
pretty good as of the moment
","

  they last longer than eveready panasonic batteries etc that you could find in dollar stores. good buy

",Retsel,5.0
1270,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 6, 2019",Verified Purchase,"
Works great for the price
","

  These work great for the money

",Kevin D.C. ,5.0
1271,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 5, 2019",Verified Purchase,"
Great replacement for my solar lights
","

  I am extremely happy with these batteries.  I was concerned about using them in my solar lights because the original batteries were 950mAH.  These are great and makes my lights work all night.  I would definitely recommend this batteries.

",M. Martin,5.0
1272,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 5, 2019",Verified Purchase,"
avoid cheap quality
","

  2 stopped charging in the first weeks

",Nick33,1.0
1273,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 5, 2019",Verified Purchase,"
Have kids, great need!
","

  If you have kids with toys that require batteries, this is a purchase for you!

",Joe,5.0
1274,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 5, 2019",Verified Purchase,"
Good stuff
","

  Good quality batteries.

",Cristopher Perez,5.0
1275,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"May 5, 2019",Verified Purchase,"
Great price
","

  Wonderful

",CDSC,5.0
1276,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 5, 2019",Verified Purchase,"
4 dead after 1-year - watch the mR value. Still a good value.
","

  I bought an 8-pack of AA's in May of 2018.  My Zanflare charger consistently showed over 2500mAHrs.  I used 4 of them in my camera charging every month or so.  They worked great in my camera - longest lasting rechargeable I ever had.  The other 4 were used in a radio which I used daily.  I charged the batteries every other day, so maybe 150 charges.You can see the difference between the two sets in my photo.  The camera set shows that the mR (battery internal resistance) value after 1-year as 65mOhm, which the value when the batteries are new.  The set that I used in the radio (and charged frequently) shows a value of 148-644 mOhms all the recharges.  That set had trouble powering the radio with those high mR value - sometimes it could not turn on.  The batteries have a 1-year warranty and amazon honored the warranty by replacing all 8 batteries.I also have a set of AAA's which I use in my remote controls and have had no issues with them at all.I am still giving these batteries 4 stars because 1) the capacity was great, 2) they were still a good value compared to alkalines even if I would have had to replace them 3) Amazon honored their warranty, so I have 8 new batteries.Bottom line.  I will continue to buy these batteries.  I recommend you use a charger that displays the mR value so you can monitor the battery health.  If you have issues, return them for replacement before the 1-year expires.

",TimG,4.0
1277,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 4, 2019",Verified Purchase,"
WORKS JUST FINE
","

  LIKE I SAID, IT WORKS JUST FINE

",Rick Crooks,5.0
1278,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 4, 2019",Verified Purchase,"
great value
","

  These batteries work great! Saving me tons of money on xbox remote batteries.

",Cassie Eiermann,5.0
1279,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"May 3, 2019",Verified Purchase,"
Last long
","

  Great price for great batteries.

",Amazon Customer,5.0
1280,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 3, 2019",Verified Purchase,"
Great value!
","

  Would definately buy these again. Works great in my son's remote control cars.

",Sebastian Wallace,5.0
1281,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 3, 2019",Verified Purchase,"
Relatively inexpensive and reasonable capacity
","

  Work well and seem to work at rated charge capacity.

",Matthew Kennedy,5.0
1282,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"May 3, 2019",Verified Purchase,"
Great life on these
","

  I use these on my macs Magic Mouse and keyboard and just recharge them when my computer says they are low. They have excellent life

",Sergio Betancourt jr,5.0
1283,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 3, 2019",Verified Purchase,"
Good stuff
","

  Working great, just as good as eneloops.

",Eric Sprehe,5.0
1284,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 2, 2019",Verified Purchase,"
Batteries are batteries
","

  Batteries are batteries

",Cheryl,3.0
1285,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 2, 2019",Verified Purchase,"
Good
","

  Works well and good price

",BohoGrammy,5.0
1286,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 2, 2019",Verified Purchase,"
Ppwerful
","

  What can i say they do the job.

",bklyndog,5.0
1287,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 2, 2019",Verified Purchase,"
Great Value
","

  I always purchase Amazon Basics batteries. They are just as good as the name brand ones and much cheaper!

",Kimberly,5.0
1288,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 1, 2019",Verified Purchase,"
Disappointed.
","

  I bought these Amazon Basics to replace Duracell rechargeable batteries which lasted ten years. Their only use was for Xbox controllers. Within a couple of months, the controller would randomly lose connectivity to the Xbox even though the batteries were just fully charged.I have since controlled for using a headset vs. not, tried these batteries in four different controllers, and connected the controllers to two different Xbox's...all resulting in the same issue. I've tested normal batteries in those same controllers and had no problems.

",J. Bush,1.0
1289,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 1, 2019",Verified Purchase,"
Good price - not as effective as our Duracells.
","

  We have horses with limited electricity in the barn so we use headlamps for tending to them at night. After charging the batteries the output is comparable to the Duracells we've been using. A few 20 minute uses and they seem to lose about 50% of their power and our lamps operate like they've been set to LOW.  They do seem to hold a charge for good length of time however.

",Mike - Colorado,3.0
1290,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 1, 2019",Verified Purchase,"
Great Purchase!
","

  I use these for my XBox One controller and for the wifes Roku Premiere remote. They last a long time and have a pair always waiting for replacement. Cheaper than in store and work just as well if not better. Time will tell how they hold up but currently work great!

",Rebel1280,5.0
1291,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 1, 2019",Verified Purchase,"
Description of pre charged batteries is false.
","

  Description says that these are ""pre charged""  but once I installed these in my device only 1 bar on the battery status glowed and the device indicated that it will take 7 more hours to charge! Pretty deceptive .

",ab,1.0
1292,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"May 1, 2019",Verified Purchase,"
Good price for rechargeable Batteries
","

  Good price

",Billy,5.0
1293,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 1, 2019",Verified Purchase,"
A life-changing switch from disposable batteries
","

  After finding the Amazon rechargeable batteries I am never going back to disposables.  This is a no brainier, especially if you have lots of LED candles, game controllers, etc.

",forestrytech,5.0
1294,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 1, 2019",Verified Purchase,"
Amazon, You are Great!
","

  Good batteries, behaved absolutely correctly in the charger from COSOOS.It is possible to buy quietly.Amazon, as always, is on the ball!

",Roman,5.0
1295,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"May 1, 2019",Verified Purchase,"
Gamers be aware
","

  They do not hold a charge for a long time if you are using them in a Xbox one controller. Good product for the value reguardless.

",sinsaint76,4.0
1296,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"May 1, 2019",Verified Purchase,"
Thanks
","

  Good product

",Amazon Customer,5.0
1297,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"April 30, 2019",Verified Purchase,"
Great batteries, keeps charge for long periods!
","

  We use these all the time in our home in fan/tv/ac unit remotes, battery operated candles, wireless mouse, etc. These batteries last for a long time between charges. We are blown away how long these batteries keep things going. Would buy again without a second thought!

",J. M.,5.0
1298,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"April 30, 2019",Verified Purchase,"
Good vaule
","

  Worth the price cant go wrong with Amazon

",Amazon Customer,4.0
1299,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"April 30, 2019",Verified Purchase,"
Did not hold charge
","

  We bought to use for our daughters toys/leap pad and these do not hold a charge at all. We charged all of them and kept in a tub to have them ready and once we put them into her leap pad the low battery came up immediately... very disappointing..

",david robinson,1.0
